('bsergi@kan-code.com', 2, 2.3),
('bsergi@kan-code.com', 3, 2.3),
('bshadrick@dambase.com', 3, 3.2),
('bshadrick@dambase.com', 4, 1.8),
('bspickerman@treequote.com', 3, 3.7),
('bsteffensmeier@xx-zobam.com', 2, 6.3),
('bsturiale@kinnamplus.com', 7, 6.9),
('bsweely@bioplex.com', 2, 5.6),
('btoyama@j-texon.com', 3, 3.1),
('bvenere@fasehatice.com', 2, 3.0),
('bvizarro@donquadtech.com', 1, 2.8),
('bwesterbeck@sumace.com', 2, 15.3),
('bwildfong@sonron.com', 2, 2.9),
('bwolfgramm@xx-holding.com', 1, 1.9),
('bwolfgramm@xx-holding.com', 3, 2.0),
('bwolfgramm@xx-holding.com', 7, 3.4),
('bwolny@scotfind.com', 1, 2.6),
('cacey@scotfind.com', 3, 7.7),
('cadkin@groovestreet.com', 2, 1.1),
('cadkin@groovestreet.com', 4, 2.7),
('cadkin@groovestreet.com', 5, 1.3),
('cadkin@groovestreet.com', 6, 1.8),
('cahle@dalttechnology.com', 3, 1.5),
('camigon@betasoloin.com', 1, 6.3),
('camigon@betasoloin.com', 2, 7.4),
('cangalich@golddex.com', 2, 1.3),
('cangalich@golddex.com', 5, 1.5),
('cangalich@golddex.com', 9, 1.2),
('cankeny@donquadtech.com', 1, 2.4),
('cankeny@donquadtech.com', 2, 3.3),
('caquas@groovestreet.com', 1, 4.1),
('caquas@silis.com', 1, 1.7),
('carceo@goodsilron.com', 5, 2.4),
('carceo@goodsilron.com', 7, 1.3),
('cbarfield@xx-zobam.com', 4, 9.4),
('cbartolet@green-plus.com', 4, 4.9),
('cbartolet@green-plus.com', 6, 2.6),
('cbartolet@scottech.com', 2, 2.4),
('cbatman@year-job.com', 2, 3.0),
('cbatman@year-job.com', 4, 2.2),
('cbergesen@rangreen.com', 2, 2.5),
('cbergesen@rangreen.com', 4, 1.3),
('cbiddy@cancity.com', 2, 2.3),
('cbirkner@hottechi.com', 1, 2.1),
('cbirkner@hottechi.com', 3, 1.5),
('cblackwood@lexiqvolax.com', 2, 1.4),
('cblackwood@scottech.com', 1, 8.9),
('cborgman@j-texon.com', 2, 3.8),
('cbowley@silis.com', 1, 4.8),
('cbowley@silis.com', 3, 2.3),
('cbowley@silis.com', 4, 2.0),
('cbowley@silis.com', 6, 3.9),
('cbutzen@condax.com', 1, 13.8),
('cbutzen@condax.com', 2, 7.7),
('ccallaro@conecom.com', 1, 3.4),
('ccallaro@doncon.com', 3, 2.9),
('ccalvaresi@blackzim.com', 1, 2.9),
('ccartan@newex.com', 1, 4.0),
('ccetta@scottech.com', 1, 3.4),
('cchavous@rangreen.com', 1, 1.6),
('cchui@xx-holding.com', 1, 4.9),
('cchui@xx-holding.com', 2, 3.5),
('ccomnick@yearin.com', 1, 12.3),
('ccoody@streethex.com', 1, 2.4),
('ccookey@groovestreet.com', 2, 2.2),
('ccorbley@dalttechnology.com', 1, 16.5),
('ccousey@mathtouch.com', 4, 2.1),
('ccraghead@scotfind.com', 1, 2.7),
('ccrupi@rundofase.com', 1, 3.1),
('cdallen@doncon.com', 2, 0.9),
('cdemesa@openlane.com', 1, 3.1),
('cdemesa@openlane.com', 3, 2.1),
('cdhamer@green-plus.com', 2, 1.3),
('cdhamer@plusstrip.com', 4, 0.6),
('cdickerson@labdrill.com', 4, 2.4),
('cdiscipio@kan-code.com', 2, 3.9),
('cdopico@plusstrip.com', 2, 1.1),
('cduenas@conecom.com', 4, 2.5),
('cengelberg@zoomit.com', 2, 0.9),
('cestell@singletechno.com', 2, 6.4),
('cestell@singletechno.com', 4, 4.3),
('cfallick@kan-code.com', 1, 3.3),
('cfallick@kan-code.com', 7, 2.3),
('cfallick@nam-zim.com', 5, 1.5),
('cfarrow@cancity.com', 2, 1.0),
('cfarrow@finhigh.com', 3, 0.7),
('cfarrow@kan-code.com', 1, 5.4),
('cfarrow@kan-code.com', 2, 2.4),
('cferencz@stanredtax.com', 2, 1.5),
('cfigeroa@gogozoom.com', 3, 1.9),
('cfishburne@betasoloin.com', 6, 2.9),
('cfrancescon@sumace.com', 3, 12.2),
('cfrancescon@sumace.com', 6, 1.9),
('cfredicks@rangreen.com', 2, 3.0),
('cfredicks@rangreen.com', 3, 2.1),
('cfredicks@rangreen.com', 5, 2.3),
('cfredicks@rangreen.com', 6, 6.6),
('cfrerking@scotfind.com', 1, 2.0),
('cfrey@ron-tech.com', 5, 1.1),
('cgalam@zumgoity.com', 3, 4.8),
('cgato@betatech.com', 2, 1.6),
('cgesick@betatech.com', 1, 3.0),
('cgesick@betatech.com', 4, 4.5),
('cgibes@doncon.com', 9, 2.5),
('cgillaspie@ontomedia.com', 1, 3.1),
('cgobern@labdrill.com', 1, 3.1),
('cgotter@green-plus.com', 1, 3.6),
('cgrenet@doncon.com', 1, 3.7),
('cgrenet@doncon.com', 2, 16.7),
('chalter@doncon.com', 3, 10.7),
('chanafan@finjob.com', 1, 4.2),
('chanafan@finjob.com', 2, 3.8),
('chanafan@finjob.com', 3, 1.2),
('chanafan@funholding.com', 2, 1.1),
('chellickson@toughzap.com', 3, 6.3),
('chellickson@toughzap.com', 4, 2.8),
('cherritt@treequote.com', 1, 1.2),
('chudnall@stanredtax.com', 2, 1.3),
('chusser@gogozoom.com', 3, 2.2),
('chusser@sunnamplex.com', 3, 1.3),
('cinouye@silis.com', 1, 4.1),
('cisenhower@j-texon.com', 3, 6.5),
('citurbide@newex.com', 3, 2.1),
('cjillson@sunnamplex.com', 4, 0.7),
('cjulia@cancity.com', 3, 3.9),
('cjuvera@dalttechnology.com', 1, 8.3),
('cjuvera@dalttechnology.com', 6, 1.8),
('ckampa@plexzap.com', 1, 2.2),
('ckampa@plexzap.com', 2, 3.4),
('ckarpel@dontechi.com', 5, 2.6),
('ckarpel@dontechi.com', 7, 6.0),
('ckeetch@konex.com', 1, 1.7),
('ckeetch@konex.com', 2, 1.9),
('ckiel@toughzap.com', 1, 3.1),
('ckitzman@lexiqvolax.com', 2, 0.4),
('cklimek@labdrill.com', 1, 1.5),
('ckohl@betasoloin.com', 6, 0.5),
('ckorando@ontomedia.com', 2, 2.6),
('ckorando@ontomedia.com', 3, 9.1),
('ckorando@ontomedia.com', 5, 1.9),
('clapage@iselectrics.com', 1, 1.0),
('clayous@xx-zobam.com', 1, 9.1),
('cleinenbach@fasehatice.com', 4, 1.0),
('climmel@cancity.com', 4, 1.8),
('climmel@cancity.com', 6, 8.7),
('cliukko@betasoloin.com', 1, 2.5),
('cliukko@betasoloin.com', 2, 1.8),
('cluczki@silis.com', 1, 3.4),
('cluczki@silis.com', 3, 1.6),
('cmaisto@ganjaflex.com', 5, 2.1),
('cmallett@codehow.com', 2, 1.6),
('cmanno@streethex.com', 4, 1.3),
('cmarrier@finhigh.com', 3, 1.0),
('cmastella@conecom.com', 3, 1.8),
('cmastella@conecom.com', 6, 3.9),
('cmastella@conecom.com', 7, 4.6),
('cmatuszak@funholding.com', 2, 0.4),
('cmauson@xx-holding.com', 1, 2.8),
('cmauson@xx-holding.com', 2, 4.2),
('cmaybury@condax.com', 1, 1.9),
('cmaybury@stanredtax.com', 1, 1.6),
('cmcdoniel@conecom.com', 3, 10.5),
('cmeisel@zencorporation.com', 1, 5.5),
('cmelnyk@zathunicon.com', 3, 2.4),
('cmeteer@kinnamplus.com', 1, 21.2),
('cmorasca@konex.com', 1, 3.0),
('cmorocco@codehow.com', 2, 1.7),
('cmorocco@codehow.com', 3, 1.5),
('cmulqueen@domzoom.com', 1, 2.8),
('cmulqueen@domzoom.com', 3, 4.0),
('cnachor@sumace.com', 1, 6.0),
('cneither@singletechno.com', 4, 0.7),
('cnewville@gogozoom.com', 1, 1.3),
('cnewville@gogozoom.com', 3, 1.4),
('cnicka@bioplex.com', 1, 0.9),
('cnicka@bioplex.com', 3, 2.0),
('cnunlee@streethex.com', 1, 2.5),
('cnunlee@streethex.com', 3, 3.3),
('conofrio@domzoom.com', 2, 1.7),
('conofrio@domzoom.com', 4, 8.6),
('costrosky@newex.com', 2, 2.4),
('cpaa@ontomedia.com', 4, 2.8),
('cpaa@stanredtax.com', 1, 2.5),
('cpaa@warephase.com', 2, 1.4),
('cpaa@warephase.com', 3, 1.4),
('cpatak@y-corporation.com', 1, 4.2),
('cperez@blackzim.com', 1, 2.5),
('cperez@doncon.com', 1, 0.1),
('cperez@doncon.com', 5, 0.3),
('cperez@doncon.com', 6, 0.2),
('cperez@doncon.com', 9, 0.4),
('cperez@opentech.com', 3, 0.6),
('cperez@opentech.com', 4, 0.7),
('cperez@opentech.com', 5, 1.8),
('cperigo@goodsilron.com', 2, 2.1),
('cperigo@goodsilron.com', 3, 5.5),
('cplumer@bioholding.com', 1, 2.5),
('cplumer@statholdings.com', 3, 3.8),
('cradde@finjob.com', 1, 8.2),
('cragel@yearin.com', 1, 2.4),
('cragel@yearin.com', 4, 3.7),
('cragel@yearin.com', 7, 4.3),
('creiber@ganjaflex.com', 3, 5.6),
('crhym@betatech.com', 3, 3.4),
('crhymes@scottech.com', 2, 2.3),
('crim@green-plus.com', 1, 2.1),
('crim@zotware.com', 2, 5.0),
('crodenberger@groovestreet.com', 1, 8.1),
('crulapaugh@domzoom.com', 6, 5.6),
('cryser@ontomedia.com', 3, 1.7),
('cryser@y-corporation.com', 6, 0.6),
('csaulter@plexzap.com', 3, 3.1),
('csaylors@dambase.com', 1, 2.7),
('csaylors@singletechno.com', 2, 1.3),
('cscheyer@fasehatice.com', 2, 1.5),
('cscheyer@fasehatice.com', 7, 2.7),
('cschieler@streethex.com', 2, 3.3),
('cschieler@streethex.com', 3, 1.8),
('cschmierer@condax.com', 1, 1.9),
('cschmierer@condax.com', 3, 3.0),
('cschoeneck@finjob.com', 2, 3.9),
('cscipione@konmatfix.com', 3, 0.8),
('cscipione@konmatfix.com', 5, 1.4),
('cscipione@konmatfix.com', 6, 0.9),
('csemidey@iselectrics.com', 3, 1.0),
('cshealy@hatfan.com', 1, 0.6),
('cshields@donquadtech.com', 2, 4.1),
('cshields@donquadtech.com', 4, 4.4),
('cshinko@toughzap.com', 1, 9.6),
('cshinko@toughzap.com', 2, 2.6),
('cshinko@toughzap.com', 3, 22.5),
('cshire@yearin.com', 3, 2.2),
('cskulski@donquadtech.com', 3, 2.1),
('cskursky@dalttechnology.com', 3, 1.9),
('cskursky@dalttechnology.com', 4, 3.0),
('cskursky@zotware.com', 4, 1.6),
('cslayton@rantouch.com', 1, 5.0),
('cslayton@rantouch.com', 2, 2.7),
('cslayton@zathunicon.com', 1, 2.8),
('csteier@year-job.com', 1, 1.1),
('cstockham@zotware.com', 1, 14.1),
('cstoltzman@hatfan.com', 2, 2.0),
('cstoltzman@hatfan.com', 3, 1.3),
('cstorment@codehow.com', 2, 1.7),
('csweely@scotfind.com', 3, 5.0),
('ctegarden@golddex.com', 1, 8.8),
('cthyberg@scottech.com', 6, 2.3),
('ctomasulo@conecom.com', 6, 1.6),
('ctomasulo@gogozoom.com', 2, 1.7),
('ctomasulo@gogozoom.com', 3, 7.0),
('ctomblin@statholdings.com', 1, 2.9),
('cuyetake@bioplex.com', 1, 2.0),
('cuyetake@groovestreet.com', 1, 2.0),
('cvanausdal@opentech.com', 1, 1.5),
('cvanheusen@domzoom.com', 2, 3.3),
('cvanheusen@domzoom.com', 4, 2.1),
('cvanheusen@xx-holding.com', 3, 1.2),
('cvinning@isdom.com', 1, 2.0),
('cvonasek@dambase.com', 2, 5.7),
('cvonasek@dambase.com', 4, 2.0),
('cwaycott@blackzim.com', 1, 1.0),
('cweglarz@treequote.com', 1, 2.2),
('cweglarz@treequote.com', 2, 2.8),
('cweirather@openlane.com', 2, 1.0),
('cweirather@openlane.com', 3, 0.6),
('cwenner@goodsilron.com', 3, 7.4),
('cwenner@rangreen.com', 2, 1.5),
('cwieser@betasoloin.com', 3, 2.2),
('cwolfgramm@groovestreet.com', 2, 5.1),
('cworlds@doncon.com', 1, 0.8),
('cwrinkles@stanredtax.com', 2, 1.9),
('cyaw@streethex.com', 1, 2.5),
('cyaw@streethex.com', 3, 2.4),
('czepp@sonron.com', 1, 2.9),
('czepp@sonron.com', 3, 5.8),
('dalbares@plexzap.com', 1, 7.6),
('darceo@codehow.com', 3, 9.8),
('darceo@iselectrics.com', 1, 4.6),
('dbatman@dalttechnology.com', 3, 4.0),
('dberganza@labdrill.com', 1, 1.8),
('dbevelacqua@kan-code.com', 1, 6.0),
('dbevelacqua@kan-code.com', 2, 6.1),
('dblackwood@kinnamplus.com', 1, 1.3),
('dbrachle@openlane.com', 2, 1.8),
('dbrachle@openlane.com', 4, 2.5),
('dbrachle@openlane.com', 6, 1.2),
('dbrossart@treequote.com', 1, 1.2),
('dbrossart@treequote.com', 3, 1.7),
('dbuemi@treequote.com', 4, 1.1),
('dbutt@lexiqvolax.com', 2, 1.1),
('dbutzen@golddex.com', 1, 1.4),
('dbutzen@golddex.com', 3, 0.5),
('dcalvaresi@statholdings.com', 1, 11.6),
('dcalvaresi@toughzap.com', 1, 5.6),
('dcaudy@finhigh.com', 1, 1.3),
('dclaucherty@streethex.com', 1, 9.9),
('dclaucherty@streethex.com', 3, 2.8),
('dcolla@dontechi.com', 6, 0.7),
('dcomnick@dontechi.com', 2, 3.7),
('dcookey@zumgoity.com', 1, 1.7),
('dcorbley@treequote.com', 1, 1.7),
('dcork@sumace.com', 6, 4.7),
('dcronauer@toughzap.com', 1, 2.0),
('dcronauer@toughzap.com', 2, 1.9),
('ddegonia@doncon.com', 1, 8.9),
('ddewar@ganjaflex.com', 2, 2.4),
('ddewar@y-corporation.com', 2, 2.6),
('ddhamer@iselectrics.com', 3, 6.3),
('ddilello@yearin.com', 1, 2.7),
('ddilello@yearin.com', 6, 1.1),
('ddinos@sumace.com', 2, 3.0),
('ddrymon@gogozoom.com', 1, 3.2),
('ddubaldi@conecom.com', 1, 3.9),
('deanes@faxquote.com', 4, 1.7),
('demard@scotfind.com', 2, 1.0),
('demard@scotfind.com', 3, 2.1),
('deschberger@groovestreet.com', 2, 1.2),
('dfallick@condax.com', 1, 1.9),
('dfigeroa@sunnamplex.com', 5, 2.2),
('dfishburne@xx-holding.com', 4, 0.7),
('dfortino@silis.com', 1, 3.7),
('dfrancescon@plusstrip.com', 1, 14.1),
('dgabisi@scottech.com', 1, 3.0),
('dgellinger@donware.com', 3, 3.1),
('dgillian@rantouch.com', 2, 2.1),
('dgillian@rantouch.com', 3, 4.7),
('dgleich@konmatfix.com', 1, 2.0),
('dgleich@konmatfix.com', 3, 5.1),
('dgochal@rundofase.com', 1, 2.8),
